path,size,ext,bucket,linked,dup_of,disposition
_archive/reports/SESSION_2026_05_27.md,12252,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/reports/drive_cleanup_2026_05_30/DRIVE_CLEANUP_AUDIT_REPORT.md,3867,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/reports/drive_cleanup_2026_05_30/DRIVE_ROOTS_AUDIT.md,1626,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/reports/drive_cleanup_2026_05_30/CLASSIFICATION_RULES.md,1534,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/reports/drive_cleanup_2026_05_30/DRY_RUN_MOVE_PLAN.md,10458,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/reports/drive_cleanup_2026_05_30/DRIVE_INVENTORY_SUMMARY.md,2047,.md,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/reports/drive_cleanup_2026_05_30/TARGET_DRIVE_STRUCTURE.md,2726,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/reports/drive_cleanup_2026_05_30/DUPLICATE_ANALYSIS.md,10395,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/reports/cleanup_2026_05_28/FEATURES_CREATED_OUTSIDE_CHATGPT_2026_05_28.md,4064,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/reports/cleanup_2026_05_28/ARCHIVE_CANDIDATES_2026_05_28.md,7410,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/reports/cleanup_2026_05_28/DRIVE_CLEANUP_MANIFEST_2026_05_28.csv,22191,.csv,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/reports/cleanup_2026_05_28/MEMORY_NOTES_FOR_NEXT_SESSIONS_2026_05_28.md,3669,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/reports/cleanup_2026_05_28/DRIVE_CLEANUP_AND_FEATURE_INVENTORY_2026_05_28.md,10900,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/reports/cleanup_2026_05_28/DELETE_CANDIDATES_DO_NOT_DELETE_2026_05_28.md,7019,.md,ALREADY-ARCHIVED,False,,ARCHIVE-KEEP
_archive/reports/drive_cleanup/BACKUP_RETENTION_POLICY.md,1016,.md,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/reports/drive_cleanup/DRIVE_INVENTORY_SUMMARY.md,6220,.md,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/reports/sessions_2026_05_22/ATM_V1_DAY1_DASHBOARD_2026-05-22.md,5215,.md,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/reports/sessions_2026_05_22/AUTO_ENRICHMENT_2026-05-22.md,3003,.md,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/reports/sessions_2026_05_22/ATM_PRE_ACTIVE_FIXES_2026-05-22.md,2161,.md,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
_archive/reports/sessions_2026_05_22/ATM_V1_BUILD_2026-05-22.md,6280,.md,ALREADY-ARCHIVED,True,,ARCHIVE-KEEP
ui_ux/COMMAND_CENTER_UI_CONSOLIDATION_REVIEW.md,2880,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
ui_ux/PAGE_OVERLAP_MATRIX.md,2089,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
ui_ux/NAVIGATION_REDESIGN_PROPOSAL.md,2273,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
proposal_quality/phase_promote1_pre_promotion_readiness_gate/promote1_safety_audit.md,574,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
proposal_quality/phase_promote1_pre_promotion_readiness_gate/00_README.md,1253,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
incidents/PHASE67B_FINVIZ_CREDENTIAL_HEALTH_VALIDATION.md,723,.md,HISTORICAL-REPORT,False,,ARCHIVE
incidents/PHASE67A_FINVIZ_AGENT_STALENESS_INCIDENT_INVENTORY.md,1270,.md,HISTORICAL-REPORT,False,,ARCHIVE
incidents/PHASE67D_FINVIZ_POST_UPDATE_VALIDATION.md,844,.md,HISTORICAL-REPORT,False,,ARCHIVE
incidents/PHASE67E_MARIA_RESEARCH_STALENESS_TRUE_FIX_AUDIT.md,1346,.md,HISTORICAL-REPORT,False,,ARCHIVE
incidents/PHASE67C_FINVIZ_SECRET_UPDATE_CHECKPOINT.md,537,.md,HISTORICAL-REPORT,False,,ARCHIVE
infra/SEARXNG_PHASE19A_STAGED_INGESTION_REVALIDATION.md,2520,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/SEARXNG_PHASE17C_MANUAL_WRAPPER_SAFETY_AUDIT.md,1600,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/SEARXNG_PHASE18D_FUTURE_INGESTION_MAPPING_DESIGN.md,3199,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/SEARXNG_PHASE19B_STAGED_INGESTION_ROLLBACK.sql,355,.sql,SNAPSHOT-DUMP,True,,DELETE
infra/SEARXNG_SHARED_LAYER_ARCHITECTURE.md,4898,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
infra/DOCKER_PHASE12B_VERSION_CHECK_PILOT_RUN_REPORT.md,922,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/SEARXNG_PHASE16_INSTALL_REPORT.md,1428,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/SEARXNG_PHASE17D_COMMAND_CENTER_QUERY_VISIBILITY_DESIGN.md,2072,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/DOCKER_PHASE12A_VERSION_CHECK_PILOT_DESIGN.md,483,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/SEARXNG_PHASE19D_STAGED_SOURCE_VISIBILITY_DESIGN.md,1707,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/SEARXNG_OPERATOR_RUNBOOK.md,2267,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
infra/SEARXNG_PHASE16_SAFETY_AUDIT.md,3295,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/DOCKER_PHASED_MIGRATION_PLAN.md,967,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
infra/DOCKER_READINESS_CHECKLIST.md,902,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
infra/SEARXNG_PHASE18A_SOURCE_DISCOVERY_DRY_RUN_ARCHITECTURE.md,3765,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/DOCKER_PHASE11B_NONPROD_PREVIEW_PILOT_REPORT.md,1137,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/DOCKER_CONTAINERIZATION_ARCHITECTURE_AUDIT_2026_05_31.md,2165,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
infra/SEARXNG_PHASE18B_SOURCE_DISCOVERY_DRY_RUN_REPORT.md,2374,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/DOCKER_ROLLBACK_RUNBOOK.md,726,.md,ACTIVE-SUBSYSTEM,True,,RETAIN
infra/SEARXNG_PHASE17B_MANUAL_WRAPPER_IMPLEMENTATION_REPORT.md,1274,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/SEARXNG_PHASE16_COMMAND_CENTER_VISIBILITY_REPORT.md,954,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/SEARXNG_PHASE19B_STAGED_INGESTION_REPORT.md,2012,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/SEARXNG_PHASE19C_STAGED_INGESTION_SAFETY_AUDIT.md,2413,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/SEARXNG_PHASE17A_MANUAL_WRAPPER_ARCHITECTURE.md,2783,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/DOCKER_PHASE12C_VERSION_CHECK_SAFETY_AUDIT.md,428,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/SEARXNG_PHASE18C_SOURCE_DISCOVERY_QUALITY_AUDIT.md,3306,.md,HISTORICAL-REPORT,True,,ARCHIVE
infra/searxng_phase18_source_discovery_dryrun/source_candidates.json,13789,.json,SNAPSHOT-DUMP,False,,DELETE
infra/searxng_phase18_source_discovery_dryrun/query_metadata.json,1691,.json,SNAPSHOT-DUMP,False,,DELETE
infra/searxng_phase18_source_discovery_dryrun/dry_run_summary.md,5304,.md,ACTIVE-SUBSYSTEM,False,,RETAIN
infra/searxng_phase18_source_discovery_dryrun/rejected_sources.json,228,.json,SNAPSHOT-DUMP,False,,DELETE
infra/searxng_phase18_source_discovery_dryrun/future_ingestion_candidates.json,5360,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/OPS_PIPELINE_HEALTH_REVIEW.md,2807,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/SELF_IMPROVEMENT_PAGE_ENHANCEMENT_NOTES.md,2105,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/UX_ISSUES_OBSERVED.md,3765,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/DESIGN_TOKENS_CURRENT.md,4425,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/IMPLEMENTATION_CONSTRAINTS.md,3290,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/DRIVE_SYNC_INSTRUCTIONS.md,1282,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/README_DESIGN_HANDOFF.md,2949,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/ARCHITECTURE_BLUEPRINT_V1.md,4125,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/REDESIGN_TARGETS.md,3294,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/NAVIGATION_REDESIGN_REVIEW.md,5286,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/HANDOFF_MANIFEST.md,3149,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/API_CONTRACTS_AND_PAYLOADS.md,8657,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/ALL_V2_ROUTE_MAP.md,9245,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/SCREENSHOT_INDEX.md,3289,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/UI_REDESIGN_BACKLOG.md,8839,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/GOVERNANCE_TRADEAI_PROSPECTS_REVIEW.md,3844,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/COMPONENT_INVENTORY.md,4991,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/DUPLICATE_AND_OVERLAP_AUDIT.md,7082,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/PAGE_FAMILY_CONSOLIDATION_REVIEW.md,3422,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/backups/pre_redesign_source_backup_20260525.tgz,698856,.tgz,HEAVY-BINARY,False,,DELETE
ui_redesign/backups/git_info.txt,628,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/App.tsx,14394,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/main.tsx,328,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/theme.css,4499,.css,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/ProposalDetailDrawer.tsx,13149,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/DataGrid.tsx,4342,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/GlobalAlertBanner.tsx,3139,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/ProgressBar.tsx,3052,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/AccountBadge.tsx,1083,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/PageHeader.tsx,847,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/Card.tsx,1899,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/MetricTile.tsx,2639,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/TabPage.tsx,1630,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/FreshnessBadge.tsx,1839,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/AdminModals.tsx,7326,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/Tooltip.tsx,1807,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/ToastProvider.tsx,1879,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/SectionHeader.tsx,960,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/DetailDrawer.tsx,2356,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/Shell.tsx,13325,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/Shell.module.css,6325,.css,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/ConfluenceBadge.tsx,1835,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/morning-brief/MorningCommandStrip.tsx,743,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/morning-brief/OpportunityPanel.tsx,4641,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/morning-brief/PriorityActionBoard.tsx,4229,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/morning-brief/MorningBrief.module.css,4685,.css,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/morning-brief/types.ts,3285,.ts,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/morning-brief/DecisionQueueRail.tsx,4310,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/morning-brief/RiskExposurePanel.tsx,6171,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/morning-brief/TrustStrip.tsx,2056,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/components/ai-analyst/StrategyCard.tsx,3285,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/components/ai-analyst/PositionCard.tsx,2710,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/components/shared/AddYouTubeChannelModal.tsx,10770,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/components/shared/SmartTextarea.tsx,6630,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/components/charts/DoughnutChart.tsx,1073,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/components/charts/BarChartJS.tsx,1224,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/components/charts/LineChart.tsx,1234,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/components/charts/index.ts,163,.ts,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/hooks/useFetch.ts,720,.ts,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/hooks/useApi.ts,2216,.ts,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/pages/GovernanceHub.tsx,1228,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/pages/Overview.tsx,43942,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/pages/AlertsDashboard.tsx,8918,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/pages/Command.tsx,12672,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/pages/PortfolioCommand.tsx,889,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/pages/IntelligenceHub.tsx,1512,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/pages/Prospects.tsx,25499,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/pages/Inbox.tsx,850,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/pages/Risk.tsx,26959,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/pages/SelfImprovement.tsx,9792,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/pages/PaperProposals.tsx,75655,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/pages/PaperStatus.tsx,10167,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/pages/AgentCalibration.tsx,24520,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/pages/TradeAI.tsx,40090,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/pages/SystemHealth.tsx,9167,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/pages/JournalHub.tsx,1470,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/pages/PaperReview.tsx,713,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/pages/AgentPipeline.tsx,28844,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/pages/Watchlist.tsx,62421,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/pages/PipelineHub.tsx,724,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/pages/OpsHub.tsx,967,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/pages/MorningBrief.tsx,66649,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/pages/AgentCollaboration.tsx,16908,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/pages/AutomatedTradeMode.tsx,31182,.tsx,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/types/speech.d.ts,1031,.ts,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/source_snapshot/lib/format.ts,1886,.ts,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/source_snapshot/lib/types.ts,1898,.ts,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/samples/governance.json,938,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/samples/dividends.json,6505,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/samples/ops_summary.json,6577,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/samples/forecast.json,7191,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/samples/paper-status.json,1083,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/samples/trade-ai.json,7702,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/samples/overview.json,2799,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/samples/system-health.json,2976,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/samples/atm_status.json,1918,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/samples/alerts-dashboard.json,2384,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/samples/retirement.json,6106,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/samples/notifications_recent.json,11812,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/samples/risk.json,6887,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/samples/command.json,8768,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/samples/agent-pipeline.json,10917,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/samples/portfolio_holdings.json,7317,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/samples/self-improvement_status.json,2165,.json,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/designer_workspace/DESIGNER_MISSING_FILES_REPORT.md,5565,.md,HISTORICAL-REPORT,True,,ARCHIVE
ui_redesign/designer_workspace/current_source_text/morning-brief_MorningCommandStrip.tsx.md,1150,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/AdminModals.tsx.md,7704,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/types.ts.md,2262,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/format.ts.md,2252,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/AccountBadge.tsx.md,1463,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/MetricTile.tsx.md,3015,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/SystemHealth.tsx.md,9542,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/AgentCalibration.tsx.md,24904,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/morning-brief_PriorityActionBoard.tsx.md,4637,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/morning-brief_TrustStrip.tsx.md,2446,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/PageHeader.tsx.md,1222,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/FreshnessBadge.tsx.md,2223,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/useApi.ts.md,2584,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/SectionHeader.tsx.md,1341,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/useFetch.ts.md,1091,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/morning-brief_OpportunityPanel.tsx.md,5043,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/Prospects.tsx.md,25869,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/Shell.module.css.md,6705,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/ProgressBar.tsx.md,3430,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/theme.css.md,4854,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/ProposalDetailDrawer.tsx.md,13546,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/ToastProvider.tsx.md,2261,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/PipelineHub.tsx.md,1096,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/morning-brief_types.ts.md,3670,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/App.tsx.md,14773,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/MorningBrief.module.css.md,5093,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/AgentCollaboration.tsx.md,17296,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/Tooltip.tsx.md,2177,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/DetailDrawer.tsx.md,2736,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/TabPage.tsx.md,2000,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/Card.tsx.md,2263,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/TradeAI.tsx.md,40456,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/AgentPipeline.tsx.md,29222,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/morning-brief_RiskExposurePanel.tsx.md,6575,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/Shell.tsx.md,13692,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/SelfImprovement.tsx.md,10173,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/DataGrid.tsx.md,4714,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/morning-brief_DecisionQueueRail.tsx.md,4714,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/ConfluenceBadge.tsx.md,2221,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/GlobalAlertBanner.tsx.md,3529,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/GovernanceHub.tsx.md,1605,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/main.tsx.md,680,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/current_source_text/OpsHub.tsx.md,1329,.md,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/backups/phase3_market_opportunities_apply_20260525_1412/Prospects.tsx,25499,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/backups/phase3_market_opportunities_apply_20260525_1412/git_info.txt,203,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/designer_workspace/backups/phase3_market_opportunities_apply_20260525_1412/TradeAI.tsx,40090,.tsx,SNAPSHOT-DUMP,True,,DELETE
ui_redesign/designer_workspace/backups/phase1_5_ui_primitives_apply_20260525_1216/ActionButton.tsx.REPLACEMENT.md,3093,.md,HISTORICAL-REPORT,True,ui_redesign/designer_workspace/designed_replacements/phase1_5_ui_primitives/ActionButton.tsx.REPLACEMENT.md,DELETE
ui_redesign/designer_workspace/backups/phase1_5_ui_primitives_apply_20260525_1216/StateCard.tsx.REPLACEMENT.md,3307,.md,HISTORICAL-REPORT,True,ui_redesign/designer_workspace/designed_replacements/phase1_5_ui_primitives/StateCard.tsx.REPLACEMENT.md,DELETE
ui_redesign/designer_workspace/backups/phase1_5_ui_primitives_apply_20260525_1216/UI_PRIMITIVES_DESIGN_NOTES.md,4132,.md,HISTORICAL-REPORT,True,ui_redesign/designer_workspace/designed_replacements/phase1_5_ui_primitives/UI_PRIMITIVES_DESIGN_NOTES.md,DELETE
ui_redesign/designer_workspace/backups/phase1_5_ui_primitives_apply_20260525_1216/SeverityBadge.tsx.REPLACEMENT.md,2383,.md,HISTORICAL-REPORT,True,ui_redesign/designer_workspace/designed_replacements/phase1_5_ui_primitives/SeverityBadge.tsx.REPLACEMENT.md,DELETE
ui_redesign/designer_workspace/backups/phase1_5_ui_primitives_apply_20260525_1216/git_info.txt,581,.txt,SNAPSHOT-DUMP,False,,DELETE
ui_redesign/designer_workspace/backups/phase1_5_ui_primitives_apply_20260525_1216/StatusBadge.tsx.REPLACEMENT.md,2497,.md,HISTORICAL-REPORT,True,ui_redesign/designer_workspace/designed_replacements/phase1_5_ui_primitives/StatusBadge.tsx.REPLACEMENT.md,DELETE
